id,item_number,name,price,listPrice,product_pic,product_description,deliveryStatus,availability,review_count,review_ratings,categoryPath
512599!item.en-US,512599,"Kirkland Signature Paper Towels, 2-Ply, 160 Sheets, 12 Individually Wrapped Rolls",23.99,23.99,"https://bfasset.costco-static.com/U447IH35/as/b9n5vvr68qsp8tvknq74kk8/512599-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Paper Towels, 2-Ply, 160 Sheets, 12 Individually Wrapped Rolls",in stock,in stock,36817,4.815499782562256,/kirkland-signature-groceries.html|/grocery-household.html|/view-more.html|/holiday-seasonal-gift-guides.html|/paper-towels-napkins.html|/easter.html|/paper-products-food-storage.html
6262016!item.en-US,6262016,"Kirkland Signature Bath Tissue, 2-Ply, 380 Sheets, 30 Rolls",24.99,24.99,"https://bfasset.costco-static.com/U447IH35/as/6ch3zk6968wcpmn844m65x/6262016-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Bath Tissue, 2-Ply, 380 Sheets, 30 Rolls",in stock,in stock,17276,4.631100177764893,/toilet-paper.html|/grocery-household.html|/view-more.html|/holiday-seasonal-gift-guides.html|/paper-products-food-storage.html|/back-to-school.html
1919326!item.en-US,1919326,"Bounty Advanced Paper Towels, 2-Ply, 103 Sheets, 12-count",32.99,32.99,"https://bfasset.costco-static.com/U447IH35/as/r74wmrkvsmvzbvfgpz5kwh/4000346087-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Bounty Advanced Paper Towels, 2-Ply, 103 Sheets, 12-count",in stock,in stock,1135,4.77269983291626,/grocery-household.html|/paper-towels-napkins.html|/paper-products-food-storage.html
3427647!item.en-US,3427647,"Charmin Ultra Strong Bath Tissue, 2-Ply, 220 Sheets, 30 Rolls",33.99,33.99,"https://bfasset.costco-static.com/U447IH35/as/283z38cpk9c8m6bp735vqg/4000305712-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Charmin Ultra Strong Bath Tissue, 2-Ply, 220 Sheets, 30 Rolls",in stock,in stock,1666,4.681300163269043,/toilet-paper.html|/grocery-household.html|/paper-products-food-storage.html
1089787!item.en-US,1089787,"Kirkland Signature Flex-Tech 13-Gallon Kitchen Trash Bag, 200-count",19.99,19.99,"https://bfasset.costco-static.com/U447IH35/as/cpbmvn4rfcp6hbjm76w7vf6z/1089787-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Flex-Tech 13-Gallon Kitchen Trash Bag, 200-count",in stock,in stock,11211,4.826000213623047,/kirkland-signature-groceries.html|/grocery-household.html|/trash-bags.html|/household-cleaning.html
692731!item.en-US,692731,"Kirkland Signature, Organic Extra Virgin Olive Oil, 2 L",20.99,20.99,"https://bfasset.costco-static.com/U447IH35/as/mcxm3vpbtqpsn628kkcvp7fr/692731-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature, Organic Extra Virgin Olive Oil, 2 L",in stock,in stock,5948,4.802000045776367,/kirkland-signature-groceries.html|/grocery-household.html|/oils-balsamic.html|/organic-groceries.html|/pantry.html
990929!item.en-US,990929,"Dawn Platinum Advanced Power Liquid Dish Soap, 90 fl oz",13.69,13.69,"https://bfasset.costco-static.com/U447IH35/as/qj4vj5cccp4rn4588t96f3sp/990929-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Dawn Platinum Advanced Power Liquid Dish Soap, 90 fl oz",in stock,in stock,5129,4.706999778747559,/grocery-household.html|/household-cleaning.html|/dish-detergent.html
2727590!item.en-US,2727590,"Cascade Platinum Plus Dishwasher Detergent ActionPacs, Fresh, 82-count",28.99,28.99,"https://bfasset.costco-static.com/U447IH35/at/8sxh5sp5qjr6xs6snhnts7h8/2727590__1.psd?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Cascade Platinum Plus Dishwasher Detergent ActionPacs, Fresh, 82-count",in stock,in stock,408,4.816199779510498,/grocery-household.html|/household-cleaning.html|/dish-detergent.html
1725952!item.en-US,1725952,"Kirkland Signature Ultra Soft Bath Tissue, 2-Ply, 231 Sheets, 36 Rolls",24.99,24.99,"https://bfasset.costco-static.com/U447IH35/as/tkbx3fxxqmqwgq93kpj9s6/1725952-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Ultra Soft Bath Tissue, 2-Ply, 231 Sheets, 36 Rolls",in stock,in stock,2742,4.70389986038208,/toilet-paper.html|/kirkland-signature-groceries.html|/grocery-household.html|/view-more.html|/holiday-seasonal-gift-guides.html|/easter.html|/paper-products-food-storage.html
1627770!item.en-US,1627770,"Frito Lay Classic Mix, 1 oz, Variety Pack, 54-count",23.49,23.49,"https://bfasset.costco-static.com/U447IH35/as/tt59cfsgcptf76rncnjf2b3g/1627770-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Frito Lay Classic Mix, 1 oz, Variety Pack, 54-count",in stock,in stock,586,4.684299945831299,/grocery-household.html|/chips-pretzels.html|/snacks.html
3006152!item.en-US,3006152,"Bounce Select a Size Fabric Softener Dryer Sheets, Outdoor Fresh, 400-count",10.99,13.49,"https://bfasset.costco-static.com/U447IH35/as/msw9sxkh2tghcq4hksrcmx7w/4000320960-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Bounce Select a Size Fabric Softener Dryer Sheets, Outdoor Fresh, 400-count",in stock,in stock,60,4.033299922943115,/grocery-household.html|/laundry-supplies.html|/household-cleaning.html
723675!item.en-US,723675,"Kleenex Trusted Care Facial Tissue, 2-Ply, 230-count, 10-pack",19.99,24.99,"https://bfasset.costco-static.com/U447IH35/as/3x3qw367g3ncw7wrzpf35rq/723675-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kleenex Trusted Care Facial Tissue, 2-Ply, 230-count, 10-pack",in stock,in stock,5062,4.735300064086914,/grocery-household.html|/facial-tissue.html|/paper-products-food-storage.html
1111161!item.en-US,1111161,"Dixie Ultra 10-1/16"" Paper Plate, 186-count",19.99,23.99,"https://bfasset.costco-static.com/U447IH35/as/j699ftmx8zh6jjrmxvwsjrb3/1111161-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Dixie Ultra 10-1/16"" Paper Plate, 186-count",in stock,in stock,4206,4.843999862670898,/grocery-household.html|/disposable-dinnerware.html|/paper-products-food-storage.html
516822!item.en-US,516822,"Kirkland Signature, Organic Chicken Stock, 32 fl oz, 6-Count",11.99,11.99,"https://bfasset.costco-static.com/U447IH35/as/j7rjxkmnb6hk6pf6phx6m2f/516822-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature, Organic Chicken Stock, 32 fl oz, 6-Count",in stock,in stock,4514,4.815899848937988,/kirkland-signature-groceries.html|/grocery-household.html|/organic-groceries.html|/pantry.html|/soup.html
51070!item.en-US,51070,"Kirkland Signature, Chicken Breast, 12.5 oz, 6-Count",16.99,16.99,"https://bfasset.costco-static.com/U447IH35/as/sq9q9s4hjw774bst3vvfpqn/51070-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature, Chicken Breast, 12.5 oz, 6-Count",in stock,in stock,6890,4.682700157165527,/kirkland-signature-groceries.html|/grocery-household.html|/pantry.html|/canned-goods.html|/canned-meats.html
221663!item.en-US,221663,"Kleenex Ultra Soft Facial Tissue, 3-Ply, 85-count, 12-pack",24.99,24.99,"https://bfasset.costco-static.com/U447IH35/as/wwj5pwcp8gw8fk8jpv847shj/221663-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kleenex Ultra Soft Facial Tissue, 3-Ply, 85-count, 12-pack",in stock,in stock,1552,4.740300178527832,/grocery-household.html|/facial-tissue.html|/paper-products-food-storage.html
1050557!item.en-US,1050557,"Kirkland Signature Peanut Butter Filled Pretzel Nuggets, 55 oz",11.99,11.99,"https://bfasset.costco-static.com/U447IH35/as/gqmnp6jfqm29gsx6xgh5gk6/1050557-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Peanut Butter Filled Pretzel Nuggets, 55 oz",in stock,in stock,4934,4.737500190734863,/kirkland-signature-groceries.html|/grocery-household.html|/chips-pretzels.html|/snacks.html
1668599!item.en-US,1668599,"Dixie Ultra 8-1/2"" Paper Plate, 240-count",21.99,21.99,"https://bfasset.costco-static.com/U447IH35/as/wshvrztgb8wpqtv53kcn5skj/1668599-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Dixie Ultra 8-1/2"" Paper Plate, 240-count",in stock,in stock,1057,4.852399826049805,/grocery-household.html|/disposable-dinnerware.html|/paper-products-food-storage.html
1212860!item.en-US,1212860,"Kirkland Signature Soft & Chewy Granola Bars, 0.85 oz, 64-count",12.59,12.59,"https://bfasset.costco-static.com/U447IH35/as/n4b99zqbrk83cg5bf83b98wm/1212860-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Soft & Chewy Granola Bars, 0.85 oz, 64-count",in stock,in stock,462,4.6016998291015625,/kirkland-signature-groceries.html|/grocery-household.html|/snacks.html|/snacks-bars.html
1716201!item.en-US,1716201,"Nature's Garden, Probiotic Strawberry Yoggies, 0.7 oz,  30-count",14.89,14.89,"https://bfasset.costco-static.com/U447IH35/as/n3sbhwc466xfqvvjjmsg5rwh/1716201-inc__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Nature's Garden, Probiotic Strawberry Yoggies, 0.7 oz,  30-count",in stock,in stock,403,4.821300029754639,/grocery-household.html|/snacks.html|/fruit-snacks-applesauce.html
1331206!item.en-US,1331206,"Pirate's Booty Aged White Cheddar Snack, 0.5 oz, 40-count",15.99,15.99,"https://bfasset.costco-static.com/U447IH35/as/mhs7z2mfwtn3xht7t69gnnn/1331206-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Pirate's Booty Aged White Cheddar Snack, 0.5 oz, 40 count",in stock,in stock,1275,4.680799961090088,/popcorn.html|/grocery-household.html|/snacks.html
1645578!item.en-US,1645578,"Kirkland Signature Extra Fancy Mixed Nuts, Salted, 2.5 lbs",18.49,18.49,"https://bfasset.costco-static.com/U447IH35/as/twc8vtk76s34vth83ckj5g/1645578-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Extra Fancy Mixed Nuts, Salted, 2.5 lbs",in stock,in stock,1470,4.595900058746338,/grocery-household.html|/nuts.html|/snacks.html
679131!item.en-US,679131,"Kirkland Signature Organic Pure Maple Syrup, 33.8 oz",12.39,14.99,"https://bfasset.costco-static.com/U447IH35/as/gbnqv9h49c7f3sh2hwh7g24/679131-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Organic Pure Maple Syrup, 33.8 oz",in stock,in stock,5582,4.872799873352051,/kirkland-signature-groceries.html|/grocery-household.html|/organic-groceries.html|/pantry.html|/sugar-sweeteners.html
617686!item.en-US,617686,"Softsoap Advanced Clean Liquid Hand Soap Refill 80 oz, 2-pack",12.99,12.99,"https://bfasset.costco-static.com/U447IH35/as/37tntwhg2hb5g4zxvmw8zsk/617686-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Softsoap Advanced Clean Liquid Hand Soap Refill, 80 oz, 2-pack",in stock,in stock,7942,4.776800155639648,/grocery-household.html|/grocery-health-beauty.html|/health-beauty.html|/soap-bodywash.html|/all-costco-grocery.html|/personal-care.html
1452518!item.en-US,1452518,"Kirkland Signature Platinum Performance UltraShine Dishwasher Detergent Pacs, 115-count",13.99,13.99,"https://bfasset.costco-static.com/U447IH35/as/xqbn26jgsngvnnjw4hbrx62z/1452518-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Platinum Performance UltraShine Dishwasher Detergent Pacs, 115-count",in stock,in stock,1436,4.588399887084961,/kirkland-signature-groceries.html|/grocery-household.html|/household-cleaning.html|/dish-detergent.html
1848101!item.en-US,1848101,"Cascade Complete Dishwasher Detergent ActionPacs, Fresh, 93-count",17.19,21.99,"https://bfasset.costco-static.com/U447IH35/as/jzh6ksm5995qxk2wsf3pmkns/1848101-inc__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Cascade Complete Dishwasher Detergent ActionPacs, Fresh, 93-count",in stock,in stock,326,4.739299774169922,/grocery-household.html|/household-cleaning.html|/dish-detergent.html
2189436!item.en-US,2189436,"Clorox Disinfecting Wipes, Variety Pack, 85-count, 5-pack",17.99,21.99,"https://bfasset.costco-static.com/U447IH35/as/xwwcpw4kwg2qq7bkhzttss37/100534416-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Clorox Disinfecting Wipes, Variety Pack, 85-count, 5-pack",in stock,in stock,12178,4.6645002365112305,/floor-bathroom-cleaners.html|/grocery-household.html|/household-cleaning.html
897971!item.en-US,897971,"Kirkland Signature, Organic Applesauce, 3.17 oz, 24-Count",12.99,12.99,"https://bfasset.costco-static.com/U447IH35/as/kj2sbs86k5bb8s252m5wnxrt/897971-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature, Organic Applesauce, 3.17 oz, 24-Count",in stock,in stock,2407,4.773200035095215,/kirkland-signature-groceries.html|/grocery-household.html|/organic-groceries.html|/snacks.html|/fruit-snacks-applesauce.html
1632656!item.en-US,1632656,"PopCorners Popped Corn Snacks Variety Pack, 1 oz, 30-Count",17.99,17.99,"https://bfasset.costco-static.com/U447IH35/as/2ncbmqn6hvqnwggjhgpw6p/100840912-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","PopCorners Popped Corn Snacks Variety Pack, 1 oz, 30-Count",in stock,in stock,332,4.608399868011475,/popcorn.html|/grocery-household.html|/snacks.html
3797974!item.en-US,3797974,"Dawn Platinum Plus Powerwash Dish Soap Spray, Fresh Clean, 1 Starter Kit + 2 Refills",12.79,15.39,"https://bfasset.costco-static.com/U447IH35/as/brrsx7rcrhcgrsh947xx8fw/3797974-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Dawn Platinum Plus Powerwash Dish Soap Spray, Fresh Clean, 1 Starter Kit + 2 Refills",in stock,in stock,454,4.80620002746582,/grocery-household.html|/household-cleaning.html|/dish-detergent.html
1532925!item.en-US,1532925,"Chomps Original Beef Sticks, Mild, 12 Individually Wrapped Sticks",21.99,21.99,"https://bfasset.costco-static.com/U447IH35/as/f865xjb4xxg9xxmt357wcxc/1532925-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Chomps Original Beef Sticks, Mild, 12 Individually Wrapped Sticks",in stock,in stock,485,4.785600185394287,/grocery-household.html|/snacks.html|/jerky.html
1491866!item.en-US,1491866,"Go Raw Sprouted Organic Pumpkin Seeds with Sea Salt, 22 oz",11.99,11.99,"https://bfasset.costco-static.com/U447IH35/as/pgn5stk8xz3n5w29x38z2k76/1491866-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Go Raw Sprouted Organic Pumpkin Seeds with Sea Salt, 22 oz",in stock,in stock,597,4.8007001876831055,/grocery-household.html|/nuts.html|/snacks.html
1361170!item.en-US,1361170,"That's it Mini Fruit Bars, 24-count",17.99,17.99,"https://bfasset.costco-static.com/U447IH35/as/q37pf65g6cfc7f7r2jphj3km/1361170-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","That's it Mini Fruit Bars, 24-count",in stock,in stock,461,4.488100051879883,/grocery-household.html|/snacks.html|/snacks-bars.html
3247022!item.en-US,3247022,"Tide Pods with Ultra Oxi Laundry Detergent Pods, 104-count",29.99,29.99,"https://bfasset.costco-static.com/U447IH35/as/qkhccb75g3tfh79b7m6mfsbz/3247022-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Tide Pods with Ultra Oxi Laundry Detergent Pods, 104-count",in stock,in stock,740,4.867599964141846,/grocery-household.html|/laundry-supplies.html|/household-cleaning.html
1492456!item.en-US,1492456,"Kirkland Signature, Albacore Solid White Tuna in Water, 7 oz, 8-Count",18.99,18.99,"https://bfasset.costco-static.com/U447IH35/as/2w67m87cqk5rtbx7f3v4m27/1492456-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature, Albacore Solid White Tuna in Water, 7 oz, 8-Count",in stock,in stock,1049,4.850299835205078,/grocery-household.html|/pantry.html|/canned-goods.html|/canned-meats.html
1239519!item.en-US,1239519,"Kirkland Signature Ultra Clean Free & Clear HE Liquid Laundry Detergent, 146 loads, 194 fl oz",21.49,21.49,"https://bfasset.costco-static.com/U447IH35/as/5w7nx89vkc5wwtsq53sv6fp/1239519-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Ultra Clean Free & Clear HE Liquid Laundry Detergent, 146 loads, 194 fl oz",in stock,in stock,2086,4.751699924468994,/kirkland-signature-groceries.html|/grocery-household.html|/laundry-supplies.html|/household-cleaning.html
1618252!item.en-US,1618252,"Nature's Bakery Fig Bar, Variety Pack, 2 oz, 40-count",19.99,19.99,"https://bfasset.costco-static.com/U447IH35/as/b6nz9gbpwsrm7hr4prgnf2q/1618252-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Nature's Bakery Fig Bar, Variety Pack, 2 oz, 40-count",in stock,in stock,522,4.770100116729736,/grocery-household.html|/snacks.html|/snacks-bars.html
1768776!item.en-US,1768776,"Pure Life Purified Water, 8 fl oz, 24-count",4.99,4.99,"https://bfasset.costco-static.com/U447IH35/as/36f8v36sg8bmr862n7t6gbg/1768776-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Pure Life Purified Water, 8 fl oz, 24-count",in stock,in stock,726,4.601900100708008,/beverages.html|/grocery-household.html|/bottled-water.html
36285!item.en-US,36285,"Kirkland Signature Walnut Halves, 3 lbs",16.49,16.49,"https://bfasset.costco-static.com/U447IH35/as/8gj43mqm7x4wqcq4vt3psxf/36285-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Walnut Halves, 3 lbs",in stock,in stock,6009,4.781300067901611,/kirkland-signature-groceries.html|/grocery-household.html|/nuts.html|/snacks.html
1390413!item.en-US,1390413,"Kirkland Signature Fancy Whole Cashews, 2.5 lbs",18.99,18.99,"https://bfasset.costco-static.com/U447IH35/as/f52p87fqc6ggzvzjwtrrptr/1390413-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Fancy Whole Cashews, 2.5lbs",in stock,in stock,1653,4.736199855804443,/kirkland-signature-groceries.html|/grocery-household.html|/nuts.html|/snacks.html
1472774!item.en-US,1472774,"Pure Organic Layered Fruit Bars, Variety Pack,  0.63 oz, 28-count",15.99,15.99,"https://bfasset.costco-static.com/U447IH35/as/g94fp8f9bq7q4vx7sm2m9s3b/1472774-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Pure Organic Layered Fruit Bars, Variety Pack, 0.63 oz, 28-count",in stock,in stock,557,4.721700191497803,/grocery-household.html|/snacks.html|/snacks-bars.html
1816483!item.en-US,1816483,"Nabisco Cookies & Crackers, Variety Pack, 1 oz, 40-count",14.99,14.99,"https://bfasset.costco-static.com/U447IH35/as/kts6vwtp67rhcp3htrbfk9tk/1816483-inc__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Nabisco Cookies & Crackers, Variety Pack, 1 oz, 40-count",in stock,in stock,152,4.57889986038208,/grocery-household.html|/snacks.html|/cookies.html
1902857!item.en-US,1902857,"Waterloo Sparkling Water, Variety Pack, 12 fl oz, 24-count",12.39,12.39,"https://bfasset.costco-static.com/U447IH35/as/4jtnwg48cttqqbg4m44h8zjw/4000330314-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Waterloo Sparkling Water, Variety Pack, 12 fl oz, 24-count",in stock,in stock,114,4.2982001304626465,/beverages.html|/grocery-household.html|/bottled-water.html
897342!item.en-US,897342,"LaCroix Sparkling Water, Variety Pack, 12 fl oz, 24-count",11.99,11.99,"https://bfasset.costco-static.com/U447IH35/as/pfqmw873pg8hck6kwh6twb7w/897342-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","LaCroix Sparkling Water, Variety Pack, 12 fl oz, 24-count",in stock,in stock,1457,4.544300079345703,/beverages.html|/grocery-household.html|/bottled-water.html
1473917!item.en-US,1473917,"Kirkland Signature Trail Mix Snack Packs, 2 oz, 28-count",19.99,19.99,"https://bfasset.costco-static.com/U447IH35/as/hwcqxpvzr2hs57fbfjx7/1473917-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Trail Mix Snack Packs, 2 oz, 28-count",in stock,in stock,526,4.747099876403809,/kirkland-signature-groceries.html|/grocery-household.html|/snacks.html|/trail-snack-mix.html
203444!item.en-US,203444,"Kirkland Signature Pecan Halves, 2 lbs",13.99,13.99,"https://bfasset.costco-static.com/U447IH35/as/sc8c9zhhbvrvnfsh7hsj5xtt/203444-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Pecan Halves, 2 lbs",in stock,in stock,5143,4.8282999992370605,/kirkland-signature-groceries.html|/grocery-household.html|/nuts.html|/snacks.html
1560969!item.en-US,1560969,"MadeGood Organic Granola Minis, Variety Pack, 0.85 oz, 24-count",14.49,14.49,"https://bfasset.costco-static.com/U447IH35/as/7qgr4p46qhjf7rwthg6xcw37/1560969-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","MadeGood Organic Granola Minis, Variety Pack, 0.85 oz, 24-count",in stock,in stock,389,4.753200054168701,/grocery-household.html|/breakfast.html|/breakfast-cereal.html
1123591!item.en-US,1123591,"Nature's Garden Organic Trail Mix Snack Packs, Variety Pack, 1.2 oz, 24-count",15.99,15.99,"https://bfasset.costco-static.com/U447IH35/as/vnhc79hjw7bqbjnn9nwwxjrr/1123591-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Nature's Garden Organic Trail Mix Snack Packs, Variety Pack, 1.2 oz, 24-count",in stock,in stock,733,4.600299835205078,/grocery-household.html|/snacks.html|/trail-snack-mix.html
1300658!item.en-US,1300658,"Kirkland Signature Flex-Tech 13-Gallon Scented Kitchen Trash Bags, 200-count",19.99,19.99,"https://bfasset.costco-static.com/U447IH35/as/895nxqfh6v2vqhsfnbkjpxc6/1300658-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Flex-Tech 13-Gallon Scented Kitchen Trash Bags, 200-count",in stock,in stock,4301,4.769100189208984,/kirkland-signature-groceries.html|/grocery-household.html|/trash-bags.html|/household-cleaning.html
1625149!item.en-US,1625149,"Duracell Coppertop Alkaline AA Batteries, 40-count",19.99,19.99,"https://bfasset.costco-static.com/U447IH35/as/pjfgnnxkz54w4qz9rrq2njq/1625149-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Duracell Coppertop Alkaline AA Batteries, 40-count",in stock,in stock,1752,4.5731000900268555,/grocery-household.html|/batteries.html|/all-costco-grocery.html|/electronics.html|/household.html
4165769!item.en-US,4165769,"Kirkland Signature Facial Tissue, 3-Ply, 84-count, 12-pack",19.99,19.99,"https://bfasset.costco-static.com/U447IH35/as/9vsm8k3b35gj659xrr7smb5/4165769-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Facial Tissue, 3-Ply, 84-count, 12-pack",in stock,in stock,2010,4.731299877166748,/kirkland-signature-groceries.html|/grocery-household.html|/facial-tissue.html|/paper-products-food-storage.html
1897229!item.en-US,1897229,"Ziploc Seal Top Bag, Variety Pack, 322-count",14.09,16.99,"https://bfasset.costco-static.com/U447IH35/as/hw94mj4m34pxgq96xw5jtxvc/4000343144-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Ziploc Seal Top Bag, Variety Pack, 322-count",in stock,in stock,1119,4.783699989318848,/grocery-household.html|/food-storage.html|/paper-products-food-storage.html
1258564!item.en-US,1258564,"Country Archer Grass-Fed Beef Stick Minis Original, 0.5 oz, 28-Count",19.99,19.99,"https://bfasset.costco-static.com/U447IH35/as/3gxvh8bv2wpg68kw5btrv7w/1258564__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Country Archer Grass-Fed Beef Stick Minis Original, 0.5 oz, 28-Count",in stock,in stock,259,4.521200180053711,/grocery-household.html|/snacks.html|/jerky.html
633561!item.en-US,633561,"Kirkland Signature, Organic Diced Tomatoes, 14.5 oz, 8-Count",9.99,9.99,"https://bfasset.costco-static.com/U447IH35/as/tjfx7wbgnspnmp9b533g9pw/633561-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature, Organic Diced Tomatoes, 14.5 oz, 8-Count",in stock,in stock,1705,4.7484002113342285,/canned-vegetables-fruit.html|/kirkland-signature-groceries.html|/grocery-household.html|/pantry.html|/canned-goods.html
2222019!item.en-US,2222019,"Kirkland Signature Organic Ancient Grain Granola, 35.3 oz",10.49,10.49,"https://bfasset.costco-static.com/U447IH35/as/fxsj9gccn8tcq7w2m93ns6/2222019-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Organic Ancient Grain Granola, 35.3 oz",in stock,in stock,2599,4.75029993057251,/grocery-household.html|/breakfast.html|/breakfast-cereal.html
1652577!item.en-US,1652577,"Kirkland Signature Extra Fancy Mixed Nuts, Unsalted, 2.5 lbs",18.99,18.99,"https://bfasset.costco-static.com/U447IH35/as/6f38jnk56s6wrs6pvhfngz27/1652577-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Extra Fancy Mixed Nuts, Unsalted, 2.5 lbs",in stock,in stock,963,4.753900051116943,/grocery-household.html|/nuts.html|/snacks.html
1377067!item.en-US,1377067,"Kirkland Signature Chewy Protein Bar, Peanut Butter & Semisweet Chocolate Chip, 1.41 oz, 42-Count",16.99,16.99,"https://bfasset.costco-static.com/U447IH35/as/c7w6j7jv47pv76vqkxj5rfvx/1377067-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kirkland Signature Chewy Protein Bar, Peanut Butter & Semisweet Chocolate Chip, 1.41 oz, 42-Count",in stock,in stock,499,4.717400074005127,/kirkland-signature-groceries.html|/grocery-household.html|/snacks.html|/snacks-bars.html
446586!item.en-US,446586,"Quaker Oats Old Fashioned Rolled Oats, 10 lbs",8.79,8.79,"https://bfasset.costco-static.com/U447IH35/as/tkvwtgmf2783pxmpqbkxnphc/446586-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Quaker Oats Old Fashioned Rolled Oats, 10 lbs",in stock,in stock,3115,4.834400177001953,/grocery-household.html|/breakfast.html|/breakfast-cereal.html
1026583!item.en-US,1026583,"Skinny Pop Popcorn, 0.65 oz, 28-count",16.99,16.99,"https://bfasset.costco-static.com/U447IH35/at/chhrrwx4nrt9sjfhjzgg9s/100381415-847__1.jpg?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Skinny Pop Popcorn, 0.65 oz, 28-count",in stock,in stock,2720,4.726500034332275,/popcorn.html|/grocery-household.html|/snacks.html
