productId,name,brandName,priceString,image_url,availability,product_category_name,tags
18797758,"E&C's Heavenly Hunks Organic Oatmeal Dark Chocolate Cookies, 22 oz",heavenly hunks,$11.34,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_fa6643f7-b7d6-4b80-9ea9-14d8585afcda.jpeg,highly_in_stock,Packaged Cookies,
22398598,Kirkland Signature Apple Pie,kirkland signature,$14.74,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_5266b21d-2c7c-4b81-bd4c-0dc501e47b20.jpeg,in_stock,Apple Pie,storeBrand
610302,"Kirkland Signature Variety Cookies, 24-count",costco bakery,$11.34,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_faf563d2-dfc5-42e0-ac6e-03045171e77c.jpeg,highly_in_stock,Cookie Party Trays,
44729,"Kirkland Signature Gourmet Chocolate Chunk Cookies, 24-count",kirkland signature,$11.34,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_16e7a4e8-b14e-4819-b770-731564228e0a.jpeg,highly_in_stock,Chocolate Chip Cookies,storeBrand
16955993,"Universal Bakery Organic Aussie Bites, 30 oz",universal bakery,$13.15,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_db7955f8-9111-4611-9b67-2891266db1a7.jpeg,highly_in_stock,Snack Bites,
